METERHEAD,R_MF_9A_6P,R_MF_6P_10,R_SA_9A_6P,R_SA_6P_10,R_SU_9A_6P,R_SU_6P_10,RATE_MISC,TIMEINEFFE,T_MF_9A_6P,T_MF_6P_10,T_SA_9A_6P,T_SA_6P_10,T_SU_9A_6P,T_SU_6P_10,TIME_MISC,Geo Local Area,METERID,Geometry
Single / Disability,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Mount Pleasant,521706,POINT (49.269889954075836 -123.1093326480598)
Single / Disability,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Kitsilano,302602,POINT (49.263938188853295 -123.16491310891983)
Single / Disability,$3.00,$3.00,$3.00,$3.00,$3.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Downtown,631329,POINT (49.276789426701534 -123.13079393047214)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,301235,POINT (49.26360112944775 -123.13308478415263)
Single,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Mount Pleasant,792601,POINT (49.2620273693594 -123.11306618840216)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Mount Pleasant,792611,POINT (49.26168623083518 -123.11307968914085)
Single,$2.00,$4.00,$2.00,$4.00,$2.00,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,West End,121204,POINT (49.286150097480075 -123.12733949384146)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,301224,POINT (49.263413985094246 -123.13255970560584)
Twin,$4.00,$1.00,$4.00,$1.00,$4.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B71513,POINT (49.26541553541518 -123.1397205464978)
Twin,$4.00,$1.00,$4.00,$1.00,$4.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B71515,POINT (49.26541865124047 -123.13989608057439)
Twin,$4.00,$1.00,$4.00,$1.00,$4.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B71519,POINT (49.26542105085101 -123.14006858871774)
Twin,$4.00,$1.00,$4.00,$1.00,$4.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B71525,POINT (49.26542309139801 -123.14024027115262)
Pay Station,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,West Point Grey,D04414,POINT (49.26371779692068 -123.20675246584605)
Single / Disability,$7.00,$1.00,$7.00,$1.00,$7.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B80906,POINT (49.26423017277469 -123.12459916021125)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,612203,POINT (49.26597716019574 -123.13859259995661)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,612207,POINT (49.26584477684794 -123.13860087493572)
Single / Disability,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B31736,POINT (49.26884830938753 -123.14510097118554)
Single / Disability,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Downtown,090112,POINT (49.28035895053388 -123.10154405525644)
Single,$4.00,$1.00,$4.00,$1.00,$4.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B71527,POINT (49.26542576853451 -123.1404060450025)
Twin,$4.00,$1.00,$4.00,$1.00,$4.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B71524,POINT (49.2653319824404 -123.1403781512353)
Pay Station,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Mount Pleasant,B60421,POINT (49.26580819156445 -123.11378773740019)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,D00527,POINT (49.26232097439683 -123.11646077183251)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,D00531,POINT (49.26232368288652 -123.11662928290869)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Kitsilano,302015,POINT (49.26391055357978 -123.15132836362517)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Kitsilano,301819,POINT (49.26384427696718 -123.14688121734369)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Kitsilano,301839,POINT (49.26384268676376 -123.14771932261523)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B70501,POINT (49.26503356625916 -123.11518913013985)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B70503,POINT (49.26503356625916 -123.11518913013985)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Mount Pleasant,310009,POINT (49.26308295754902 -123.10432631591583)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Kitsilano,302823,POINT (49.264176584263595 -123.16946667102904)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Kitsilano,302903,POINT (49.26419255782012 -123.17040982448795)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B81708,POINT (49.26454099169527 -123.14384978934673)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B81722,POINT (49.2645564837996 -123.14484152808437)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,901916,POINT (49.268193940497746 -123.14312816520575)
Twin,$3.00,$1.00,$3.00,$1.00,$3.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,901803,POINT (49.26955061072284 -123.14326185464522)
Single,$3.00,$3.00,$3.00,$3.00,$3.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Downtown,631316,POINT (49.276965628685154 -123.13023268066041)
Twin,$3.00,$1.00,$3.00,$1.00,$3.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,901805,POINT (49.2694283601059 -123.1432665867734)
Single,$6.00,$1.00,$6.00,$1.00,$6.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,802302,POINT (49.26486959217714 -123.11735281200497)
Twin,$6.00,$1.00,$6.00,$1.00,$6.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,802306,POINT (49.2647696702091 -123.11735599753311)
Twin,$7.00,$6.00,$7.00,$6.00,$7.00,$6.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Downtown,640401,POINT (49.28699735435787 -123.1174172973128)
Single,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Mount Pleasant,C10126,POINT (49.2610708806019 -123.10145968379322)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Mount Pleasant,990018,POINT (49.263119952815074 -123.09993239159837)
Single,$3.00,$1.00,$3.00,$1.00,$3.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,901815,POINT (49.269072582853546 -123.14328040241848)
Pay Station,$2.00,$3.00,$2.00,$3.00,$2.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Downtown,580934,POINT (49.27750603535641 -123.11972631516397)
Pay Station,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Downtown,581409,POINT (49.27257969539959 -123.12601869594754)
Pay Station,$3.00,$2.00,$3.00,$2.00,$3.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Downtown,581231,POINT (49.274569753838136 -123.12443498866607)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,301231,POINT (49.2635983568295 -123.13291468700665)
Single,$8.00,$1.00,$8.00,$1.00,$8.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B80826,POINT (49.26421443866208 -123.12333459975056)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B71442,POINT (49.26528020345645 -123.13796065553659)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B71443,POINT (49.26539974949482 -123.13796085137841)
Twin,$6.00,$1.00,$6.00,$1.00,$6.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,802314,POINT (49.26437770817623 -123.11736974747275)
Twin,$6.00,$1.00,$6.00,$1.00,$6.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,802303,POINT (49.2648195635336 -123.11753600988592)
Twin,$2.00,$4.00,$2.00,$4.00,$2.00,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,West End,121229,POINT (49.2867558463799 -123.12800250715883)
Twin,$7.00,$6.00,$7.00,$6.00,$7.00,$6.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,802418,POINT (49.263498210885786 -123.11740518427713)
Single Motorbike,$3.50,$3.00,$3.50,$3.00,$3.50,$3.00,$3.50,METER IN EFFECT: 9:00 AM TO 10:00 PM,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,Downtown,640497,POINT (49.28704559574684 -123.1173461672302)
Twin,$5.00,$1.00,$5.00,$1.00,$5.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B80610,POINT (49.264127941538234 -123.11813446372574)
Pay Station,$3.00,$2.00,$3.00,$2.00,$3.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Downtown,581208,POINT (49.27493604587603 -123.1236063008547)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Mount Pleasant,300027,POINT (49.26313027882786 -123.10628323236784)
Twin,$3.00,$3.00,$3.00,$3.00,$3.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Kitsilano,962001,POINT (49.267973661045914 -123.15759910529154)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B71439,POINT (49.265396993814505 -123.13778256947136)
Twin,$6.00,$1.00,$6.00,$1.00,$6.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,802310,POINT (49.264664512037434 -123.11736016026451)
Single Motorbike,$1.50,$1.50,$1.50,$1.50,$1.50,$1.50,$1.50,METER IN EFFECT: 9:00 AM TO 10:00 PM,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,Kitsilano,962097,POINT (49.26806210029022 -123.15759366870523)
Twin,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Downtown,170208,POINT (49.27370175132762 -123.12424516664251)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Mount Pleasant,310325,POINT (49.2629003219387 -123.09769667849966)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Mount Pleasant,310349,POINT (49.262867139989346 -123.09668988951711)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,301724,POINT (49.26360671305371 -123.14459959174924)
Pay Station,$3.00,$3.00,$3.00,$3.00,$3.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Downtown,580811,POINT (49.27921704745434 -123.11740097061636)
Pay Station,$8.00,$4.00,$8.00,$4.00,$8.00,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Downtown,560309,POINT (49.2831640784353 -123.10937966100074)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B61505,POINT (49.266249648901834 -123.1389845010699)
Pay Station,$6.00,$7.00,$6.00,$7.00,$6.00,$7.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Downtown,180150,POINT (49.28409701326258 -123.10790599933749)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B61521,POINT (49.266259847275464 -123.13976929362084)
Twin,$6.00,$1.00,$6.00,$1.00,$6.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,802317,POINT (49.26437203457143 -123.11755322756439)
Twin,$6.00,$1.00,$6.00,$1.00,$6.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,802301,POINT (49.2648195635336 -123.11753600988592)
Single,$8.00,$7.00,$8.00,$7.00,$8.00,$7.00,$4.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,13 Hrs,Downtown,061029,POINT (49.28764956471476 -123.11862622442153)
Twin,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,$1.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,Downtown,170916,POINT (49.27777365812309 -123.13050294632899)
Single Motorbike,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,METER IN EFFECT: 9:00 AM TO 10:00 PM,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,Strathcona,GN1099,POINT (49.26536615038741 -123.08160573491962)
Single,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$ .50,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,Riley Park,C90127,POINT (49.253753482873314 -123.10138434525362)
Single,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Riley Park,E10201,POINT (49.25212231484874 -123.10067613799967)
Single,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Riley Park,E00206,POINT (49.25292900627159 -123.1005523996214)
Single Motorbike,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,METER IN EFFECT: 9:00 AM TO 10:00 PM,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,Strathcona,9A1597,POINT (49.27181806964601 -123.09564720725868)
Single Motorbike,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,METER IN EFFECT: 9:00 AM TO 10:00 PM,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,Mount Pleasant,761897,POINT (49.269108483471825 -123.10667112361736)
Single,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$ .50,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,No Time Limit,Sunset,J30638,POINT (49.23093751592351 -123.09086833877487)
Single,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$ .50,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,No Time Limit,Sunset,J40633,POINT (49.23015903392825 -123.09120628377867)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B61520,POINT (49.26615849749191 -123.14005225742494)
Single,$7.00,$4.00,$7.00,$4.00,$7.00,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Downtown,631022,POINT (49.27996430119912 -123.12569022043328)
Single,$8.00,$6.00,$8.00,$6.00,$8.00,$6.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Downtown,600420,POINT (49.284189440717476 -123.11345409275896)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,301015,POINT (49.263535755222904 -123.12748210167382)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Mount Pleasant,762501,POINT (49.26281963515876 -123.10691068444068)
Twin,$1.00,$3.00,$1.00,$3.00,$1.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Downtown,170820,POINT (49.2771730122962 -123.12957694715224)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,301125,POINT (49.26355847361447 -123.13048273225887)
Single Motorbike,$1.50,$ .50,$1.50,$ .50,$1.50,$ .50,$1.50,METER IN EFFECT: 9:00 AM TO 10:00 PM,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,Fairview,862597,POINT (49.26333161014202 -123.13144679513212)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,301128,POINT (49.263380290036494 -123.13040882525708)
Pay Station,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,$ .50,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,No Time Limit,Downtown,350715,POINT (49.274395864712126 -123.13118742383304)
Single Motorbike,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,METER IN EFFECT: 9:00 AM TO 10:00 PM,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,Riley Park,513498,POINT (49.254003485346054 -123.10073843570117)
Single Motorbike,$1.00,$ .50,$1.00,$ .50,$1.00,$ .50,$1.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,Strathcona,TR0496,POINT (49.27183380809034 -123.09520444982488)
Pay Station,$6.00,$7.00,$6.00,$7.00,$6.00,$7.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,13 Hrs,Downtown,540108,POINT (49.28404558807187 -123.10623602297834)
Pay Station,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,4 Hr,4 Hr,4 Hr,4 Hr,,Mount Pleasant,B20319,POINT (49.2680205168636 -123.11226068526827)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Kitsilano,B61813,POINT (49.26637195876837 -123.14650412419034)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,301631,POINT (49.26375363946987 -123.14254478124622)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,301637,POINT (49.263759507577305 -123.14289171354338)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B81133,POINT (49.26443427687433 -123.13030475030484)
Twin,$2.00,$3.00,$2.00,$3.00,$2.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Mount Pleasant,A80109,POINT (49.26378046279987 -123.1024273246152)
Twin,$5.00,$1.00,$5.00,$1.00,$5.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,300527,POINT (49.263346980439934 -123.11691139613701)
Twin,$5.00,$1.00,$5.00,$1.00,$5.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,300529,POINT (49.26334823473507 -123.11709402294517)
